text,user
b'RT @masterwilliams: Currently in Georgetown DC. M street shutdown. #BlackLivesMatter protest. https://t.co/dRevpRuUOM',McNuttMonica
b'RT @SlaughterOYT: more proof this movement is a racist joke. You hide your cancerous views behind a peaceful title. No lives matter to #bla\xe2\x80\xa6',The_Menace__
b'RT @DanielNwosu: NCAA Basketball Player speaks out about #Blacklivesmatter.\nRetweet to educate people. https://t.co/cXEYjZHnd9',TrulyBlessed_T
"b""RT @CerromeRussell: Ben and Jerry's for #Blacklivesmatter https://t.co/A4h5XUYuXg""",Mahad101
b'RT @Only1Perseus: This girl basically put my feelings about #BlackLivesMatter in words in under two minutes.\nRetweet to educate people http\xe2\x80\xa6',fIopjack
"b""RT @GenGSPatton: Note to #BlackLivesMatter Don't post looting intentions online, you get dead. https://t.co/WTFAmhZj8Y""",storerants
b'RT @benandjerrys: Black Lives Matter. Choosing to be silent in the face of such injustice is not an option. https://t.co/6Vy0KHJeKU #BlackL\xe2\x80\xa6',INSVTIABLE
"b""RT @SK8TER_G1RL: u BEST believe my lack toast in taller ants is cured after Ben n Jerry's blacklivesmatter post https://t.co/R8IMAyEmdP""",IFartOnHaterz
b'RT @masterwilliams: Currently in Georgetown DC. M street shutdown. #BlackLivesMatter protest. https://t.co/dRevpRuUOM',yeah_Tyler
b'RT @benandjerrys: Is systemic racism a thing? It sure is and these stats prove it &gt;&gt; https://t.co/IrkJyIJ2nW #BlackLivesMatter https://t.co\xe2\x80\xa6',SirGQ_Civil
"b""RT @TwitterMoments: Ben and Jerry's support of #BlackLivesMatter inspired a whole new batch of flavors. https://t.co/5HO0SuGScA""",youlovetreshab
b'RT @DanielNwosu: NCAA Basketball Player speaks out about #Blacklivesmatter.\nRetweet to educate people. https://t.co/cXEYjZHnd9',bigmyke3
"b""@MyBearNinja no. I use it because I don't have all night to argue with a racist bear lol. #BlackLivesMatter spread the news. \xf0\x9f\x91\x8b""",Carmex_User
b'RT @Crystal1Johnson: Autopsy finds Tyre King was shot in the back three times. Cops felt threatened by a 13-years-old Black boy running awa\xe2\x80\xa6',nicholasvangogh
b'RT @benandjerrys: Black Lives Matter. Choosing to be silent in the face of such injustice is not an option. https://t.co/6Vy0KHJeKU #BlackL\xe2\x80\xa6',renz0813
b'RT @benandjerrys: Black Lives Matter. Choosing to be silent in the face of such injustice is not an option. https://t.co/6Vy0KHJeKU #BlackL\xe2\x80\xa6',_KingMac
"b'RT @ShaunKing: Dear Harvey Weinstein,\n\nWhat did you mean in this email to Hillary about ""silencing"" #BlackLivesMatter?\n\nhttps://t.co/JhCHSI\xe2\x80\xa6'",KingNef77
b'RT @DistinctHype: .@BenAndJerrys has showed support for #BlackLivesMatter &amp; has released an #EmPowerMint flavor. https://t.co/zAu9abw912',KCJ_Swish
b'RT @DistinctHype: .@BenAndJerrys has showed support for #BlackLivesMatter &amp; has released an #EmPowerMint flavor. https://t.co/zAu9abw912',KingCourt3
b'RT @Crystal1Johnson: Autopsy finds Tyre King was shot in the back three times. Cops felt threatened by a 13-years-old Black boy running awa\xe2\x80\xa6',_prettydope2
b'RT @DistinctHype: .@BenAndJerrys has showed support for #BlackLivesMatter &amp; has released an #EmPowerMint flavor. https://t.co/zAu9abw912',Chonte_M
b'RT @masterwilliams: Currently in Georgetown DC. M street shutdown. #BlackLivesMatter protest. https://t.co/dRevpRuUOM',Notorious_NYG
b'RT @DistinctHype: .@BenAndJerrys has showed support for #BlackLivesMatter &amp; has released an #EmPowerMint flavor. https://t.co/zAu9abw912',rjmeads
b'RT @TherealTaraji: #TheTruth will set US ALL FREE!!! #BlackLivesMatter I MATTER \xf0\x9f\x92\x8b\xf0\x9f\x92\x8b\xf0\x9f\x92\x8b https://t.co/szwhwUwodD',blessednewday16
"b""#NewRelease DON'T SHOOT by Schuyler Antonio presented by @makeithappenpub  ://ow.ly/9crO304Q4TE #Crime #Fiction #BlackLivesMatter""",DivaBooksInc
"b""#NewRelease DON'T SHOOT by Schuyler Antonio presented by @makeithappenpub  ://ow.ly/9crO304Q4TE #Crime #Fiction #BlackLivesMatter""",KishaGreen
"b""#NewRelease DON'T SHOOT by Schuyler Antonio presented by @makeithappenpub  ://ow.ly/9crO304Q4TE #Crime #Fiction #BlackLivesMatter""",makeithappenpub
"b""#NewRelease DON'T SHOOT by Schuyler Antonio presented by @makeithappenpub  ://ow.ly/9crO304Q4TE #Crime #Fiction #BlackLivesMatter""",LiteraryJewels2
"b'To the retards who support #BlackLivesMatter:\n\nYou don\'t own the words ""Lives Matter"".'",StopBLMterror
"b""RT @lkaPolitical: Don't forget, @HillaryClinton approves of&amp;supports groups that violently target cops like what's going on in Palm Springs\xe2\x80\xa6""",shitsexistssay3
"b'RT @ShaunKing: Dear Harvey Weinstein,\n\nWhat did you mean in this email to Hillary about ""silencing"" #BlackLivesMatter?\n\nhttps://t.co/JhCHSI\xe2\x80\xa6'",NoBigGovDuh
b'RT @DanielNwosu: NCAA Basketball Player speaks out about #Blacklivesmatter.\nRetweet to educate people. https://t.co/cXEYjZHnd9',Jocelyn_Desiree
b'RT @DanielNwosu: NCAA Basketball Player speaks out about #Blacklivesmatter.\nRetweet to educate people. https://t.co/cXEYjZHnd9',CrudP
"b'RT @ShadowBau5: If you think #BlackLivesMatter is about ""black supremacy"", you\'re probably a white supremacist. Or an idiot.'",crybabyaliece
b'RT @DistinctHype: .@BenAndJerrys has showed support for #BlackLivesMatter &amp; has released an #EmPowerMint flavor. https://t.co/zAu9abw912',Nigel_D
b'RT @benandjerrys: Black Lives Matter. Choosing to be silent in the face of such injustice is not an option. https://t.co/6Vy0KHJeKU #BlackL\xe2\x80\xa6',Dseibles
b'D.$.G Tha New Black Respect Ur Ppl Respect Ur Culture #ourlivesmatter #blacklivesmatter\xe2\x80\xa6 https://t.co/m5J5etaMkE',CitySlick1017
b'RT @masterwilliams: Currently in Georgetown DC. M street shutdown. #BlackLivesMatter protest. https://t.co/dRevpRuUOM',chittychittykan
b'RT @masterwilliams: Currently in Georgetown DC. M street shutdown. #BlackLivesMatter protest. https://t.co/dRevpRuUOM',KofieYeboah
b'RT @benandjerrys: Is systemic racism a thing? It sure is and these stats prove it &gt;&gt; https://t.co/IrkJyIJ2nW #BlackLivesMatter https://t.co\xe2\x80\xa6',gtgyals
b'RT @WIU_BSS: An injustice anywhere is a threat to justice everywhere. #WIU #WIU20 #Wiu19 #WIU18 #WIU17 #BlackLivesMatter #TheRevolutionWILL\xe2\x80\xa6',imgrown__22
b'RT @SilasDoGood4: #BLM #BlackLivesMatter #LatinosWithhillary #Latinos2016 #latinovote #womenforfreedom #millenials #StudentsForHillary Open\xe2\x80\xa6',SilasDoGood4
"b'October 08, 2016 at 08:00PM NFLNetwork tell #NFL #HireBlackCoaches #BlackLivesMatter : https://t.co/LjSXwNugY1'",SanFranMediaPR
b'RT @FergusonCoverUp: Fewer police killed during Obama admin. than any president in our lifetime https://t.co/hzbfs3IvwQ #BlackLivesMatter h\xe2\x80\xa6',donmarvin
b'RT @ogkeyser: REJECT TRUMP &amp; HIS NAZI PARTY Call 855-878-6700 Overload the phones Empty his hotels #BlackLivesMatter #ThatMexicanThing #Act\xe2\x80\xa6',GrainOfSands
b'RT @Cloudy361: To understand why #blacklivesmatter watch this film on Netflix 13th https://t.co/yqWTCoWI8g',TonyaNee
b'RT @masterwilliams: Currently in Georgetown DC. M street shutdown. #BlackLivesMatter protest. https://t.co/dRevpRuUOM',Namastaywoke
b'RT @Crystal1Johnson: Autopsy finds Tyre King was shot in the back three times. Cops felt threatened by a 13-years-old Black boy running awa\xe2\x80\xa6',Kamariawi
"b""RT @GenGSPatton: Note to #BlackLivesMatter Don't post looting intentions online, you get dead. https://t.co/WTFAmhZj8Y""",wendellshaw5
b'RT @DanielNwosu: NCAA Basketball Player speaks out about #Blacklivesmatter.\nRetweet to educate people. https://t.co/cXEYjZHnd9',Almighty_Lea
"b""RT @simpingNpimping: Don't Touch My Hair - @solangeknowles X I Am Not My Hair - @indiaarie \xf0\x9f\x99\x8f\xf0\x9f\x8f\xbe #ASeatAtTheTable #blacklivesmatter https://t.\xe2\x80\xa6""",Iinashahid
b'RT @benandjerrys: Black Lives Matter. Choosing to be silent in the face of such injustice is not an option. https://t.co/6Vy0KHJeKU #BlackL\xe2\x80\xa6',joseldn
b'RT @masterwilliams: Currently in Georgetown DC. M street shutdown. #BlackLivesMatter protest. https://t.co/dRevpRuUOM',_MiaNaKeyra
b'Finance #rims and #tires. https://t.co/rwGjJQ99rd  #financing #truck #offroad #hiphop  #jeep #camping #dirt #kanye\xe2\x80\xa6 https://t.co/IyAKnG5ZXn',RandallGoulding
b'RT @benandjerrys: Black Lives Matter. Choosing to be silent in the face of such injustice is not an option. https://t.co/6Vy0KHJeKU #BlackL\xe2\x80\xa6',cjwash21
b'Financing on rims. https://t.co/e01SXn8uve   #rims #financing #truck #car #auto #tires #offroad #hotrod\xe2\x80\xa6 https://t.co/aM4MdwHq4u',rimfinancing1
b'Finance #rims and #tires. https://t.co/i1gtG6oQpE  #financing #truck #offroad #hiphop #hotrod #blacklivesmatter\xe2\x80\xa6 https://t.co/0P9MFuZJgV',socialnewstweet
b'Finance #rims and #tires. https://t.co/oi4lFosezg  #financing #truck #offroad #hiphop  #jeep #Blacklivesmatter\xe2\x80\xa6 https://t.co/kTP5gAs7vY',socmrktng
b'RT @masterwilliams: Currently in Georgetown DC. M street shutdown. #BlackLivesMatter protest. https://t.co/dRevpRuUOM',karminrose
b'RT @masterwilliams: Currently in Georgetown DC. M street shutdown. #BlackLivesMatter protest. https://t.co/dRevpRuUOM',youwant_DEBBY
"b'RT @iComplexity: @solangeknowles ""Don\'t Touch My Hair!"" #ASeatAtTheTable #DontTouchMyHair #icomplexity @ghettokids_tfu \xf0\x9f\x92\x81\xf0\x9f\x8f\xbe\xf0\x9f\x91\xb8\xf0\x9f\x8f\xbd\xf0\x9f\x99\x8e\xf0\x9f\x8f\xbd\xf0\x9f\x92\x86\xf0\x9f\x8f\xbd#blacklivesm\xe2\x80\xa6'",c_sirrah
b'TRUMP WILL MAKE AMERICA GREAT FOR WHITE NAZIS Call 855-878-6700 Overload the phones Empty his hotels\xe2\x80\xa6 https://t.co/R29aHDc225',ogkeyser
b'RT @benandjerrys: Black Lives Matter. Choosing to be silent in the face of such injustice is not an option. https://t.co/6Vy0KHJeKU #BlackL\xe2\x80\xa6',PhoenixDistTul
"b""RT @TheBlackSimba: It's sad. We live in a world like this. this may be the realist scene of a movie I've ever seen. #BlackLivesMatter https\xe2\x80\xa6""",itskaydot_
b'RT @DanielNwosu: NCAA Basketball Player speaks out about #Blacklivesmatter.\nRetweet to educate people. https://t.co/cXEYjZHnd9',illyoustrate
"b'RT @ShaunKing: Dear Harvey Weinstein,\n\nWhat did you mean in this email to Hillary about ""silencing"" #BlackLivesMatter?\n\nhttps://t.co/JhCHSI\xe2\x80\xa6'",JacobNova1056
b'RT @benandjerrys: Black Lives Matter. Choosing to be silent in the face of such injustice is not an option. https://t.co/6Vy0KHJeKU #BlackL\xe2\x80\xa6',enerJAIzed
b'RT @benandjerrys: Black Lives Matter. Choosing to be silent in the face of such injustice is not an option. https://t.co/6Vy0KHJeKU #BlackL\xe2\x80\xa6',VIIXXX__
b'RT @handymayhem: Companies tweeting #BlackLivesMatter just to get bread from you shines....yall still playing checkers and they playing che\xe2\x80\xa6',brumley7666
b'RT @DanielNwosu: NCAA Basketball Player speaks out about #Blacklivesmatter.\nRetweet to educate people. https://t.co/cXEYjZHnd9',whipher_snapher
b'@NixonL1979 #BlackLivesMatter causes the same reactions.',Carmex_User
"b""RT @GenGSPatton: Note to #BlackLivesMatter Don't post looting intentions online, you get dead. https://t.co/WTFAmhZj8Y""",Unruly_Govern
"b'RT @ShaunKing: Dear Harvey Weinstein,\n\nWhat did you mean in this email to Hillary about ""silencing"" #BlackLivesMatter?\n\nhttps://t.co/JhCHSI\xe2\x80\xa6'",LORDSofAPATHY
b'RT @benandjerrys: Black Lives Matter. Choosing to be silent in the face of such injustice is not an option. https://t.co/6Vy0KHJeKU #BlackL\xe2\x80\xa6',hermanposey
b'RT @PorterOnAir: What Happened To Black Radio? https://t.co/BtcK0KVlwv https://t.co/gNYkmWYYky',ahh__carla
"b'RT @ShaunKing: Dear Harvey Weinstein,\n\nWhat did you mean in this email to Hillary about ""silencing"" #BlackLivesMatter?\n\nhttps://t.co/JhCHSI\xe2\x80\xa6'",_joceelindaa
"b'RT @ShaunKing: Dear Harvey Weinstein,\n\nWhat did you mean in this email to Hillary about ""silencing"" #BlackLivesMatter?\n\nhttps://t.co/JhCHSI\xe2\x80\xa6'",hellbentarmour
b'RT @benandjerrys: Black Lives Matter. Choosing to be silent in the face of such injustice is not an option. https://t.co/6Vy0KHJeKU #BlackL\xe2\x80\xa6',Uchenaaa
b'RT @theintercept: Top Hollywood executive urged Clinton team to use Sandy Hook to silence Sanders\xe2\x80\x99s #BlackLivesMatter message. https://t.co\xe2\x80\xa6',Legalator
b'RT @ajplus: Ice cream pals @BenandJerrys publicly stand with the #blacklivesmatter movement.\n\nSo Twitter offered suggestions for #BenAndJer\xe2\x80\xa6',ike_fit_
b'RT @Crystal1Johnson: Autopsy finds Tyre King was shot in the back three times. Cops felt threatened by a 13-years-old Black boy running awa\xe2\x80\xa6',lifeasmiraclee_
b'RT @benandjerrys: Black Lives Matter. Choosing to be silent in the face of such injustice is not an option. https://t.co/6Vy0KHJeKU #BlackL\xe2\x80\xa6',littleshar
b'RT @benandjerrys: Black Lives Matter. Choosing to be silent in the face of such injustice is not an option. https://t.co/6Vy0KHJeKU #BlackL\xe2\x80\xa6',karminrose
b'RT @Travon: Angry white people talking about boycotting @benandjerrys for backing #BlackLivesMatter. Meanwhile Black people ice cream shopp\xe2\x80\xa6',sound_of_random
b'RT @Crystal1Johnson: Autopsy finds Tyre King was shot in the back three times. Cops felt threatened by a 13-years-old Black boy running awa\xe2\x80\xa6',Masterchefboog
"b""All lives won't matter until black lives matter #13thamendment #blacklivesmatter""",_Lovely207
"b""RT @simpingNpimping: Don't Touch My Hair - @solangeknowles X I Am Not My Hair - @indiaarie \xf0\x9f\x99\x8f\xf0\x9f\x8f\xbe #ASeatAtTheTable #blacklivesmatter https://t.\xe2\x80\xa6""",Mary_Imani
b'RT @benandjerrys: Black Lives Matter. Choosing to be silent in the face of such injustice is not an option. https://t.co/6Vy0KHJeKU #BlackL\xe2\x80\xa6',the_ceejstory
b'RT @benandjerrys: Black Lives Matter. Choosing to be silent in the face of such injustice is not an option. https://t.co/6Vy0KHJeKU #BlackL\xe2\x80\xa6',Lalub
b'SHUT DOWN TRUMP &amp; HIS WHITE NAZIS Call 855-878-6700 Overload the phones Empty his hotels  #BlackLivesMatter\xe2\x80\xa6 https://t.co/vCe9ehR5Wx',ogkeyser
b'RT @DanielNwosu: NCAA Basketball Player speaks out about #Blacklivesmatter.\nRetweet to educate people. https://t.co/cXEYjZHnd9',ch_ch_ch_kia
b'RT @benandjerrys: Is systemic racism a thing? It sure is and these stats prove it &gt;&gt; https://t.co/IrkJyIJ2nW #BlackLivesMatter https://t.co\xe2\x80\xa6',__soulofarose__
"b'RT @ShaunKing: Dear Harvey Weinstein,\n\nWhat did you mean in this email to Hillary about ""silencing"" #BlackLivesMatter?\n\nhttps://t.co/JhCHSI\xe2\x80\xa6'",cobb_latonya
"b""Note to #BlackLivesMatter Don't post looting intentions online, you get dead. https://t.co/WTFAmhZj8Y""",GenGSPatton
b'RT @Crystal1Johnson: Autopsy finds Tyre King was shot in the back three times. Cops felt threatened by a 13-years-old Black boy running awa\xe2\x80\xa6',Otis_ROZAE
b'RT @benandjerrys: Black Lives Matter. Choosing to be silent in the face of such injustice is not an option. https://t.co/6Vy0KHJeKU #BlackL\xe2\x80\xa6',MitziMcdowel
"b""When I tweet or revine 4 #blacklivesmatter it's not 4 people who think they got what they deserved. So stay off my shit""",DesireayN
"b'RT @CarlosNotWeird: I saw nothing of this on fox, or CNN like I saw France, but over 800 dead after hurricane in Haiti \xf0\x9f\x87\xad\xf0\x9f\x87\xb9 #PrayForHaiti #Bl\xe2\x80\xa6'",NateCrowder
b'RT @benandjerrys: Black Lives Matter. Choosing to be silent in the face of such injustice is not an option. https://t.co/6Vy0KHJeKU #BlackL\xe2\x80\xa6',__Krisssyy
"b""RT @joyreaper: @sandiv11 @KamVTV .@HillaryClinton racist alert! Like we've been saying she thinks blacks are inferior. #BlackLivesMatter .@\xe2\x80\xa6""",pjprather
b'RT @DanielNwosu: NCAA Basketball Player speaks out about #Blacklivesmatter.\nRetweet to educate people. https://t.co/cXEYjZHnd9',red_musiq
b'hoping to see a baseball player take a knee for #blacklivesmatter during the playoffs.',tommysantelli
b'Street activist bands at their best. #BlackLivesMatter #HonkForJustice #honkfest https://t.co/bHD5yKVGfP',nikkibspencer
b'RT @Crystal1Johnson: Autopsy finds Tyre King was shot in the back three times. Cops felt threatened by a 13-years-old Black boy running awa\xe2\x80\xa6',tazz_44
b'RT @benandjerrys: Black Lives Matter. Choosing to be silent in the face of such injustice is not an option. https://t.co/6Vy0KHJeKU #BlackL\xe2\x80\xa6',iamjordanewhite
"b'RT @GrooveSDC: Via @NPR: Decades Later, Victims Of Chicago Police Torture Paid Reparations https://t.co/4T8aJpuw76 #BlackLivesMatter'",otradar313
"b'RT @ShaunKing: Dear Harvey Weinstein,\n\nWhat did you mean in this email to Hillary about ""silencing"" #BlackLivesMatter?\n\nhttps://t.co/JhCHSI\xe2\x80\xa6'",n_engelman
b'RT @Crystal1Johnson: A new generation of lawyers are rising! And they will not be silenced.\n\n#BlackLivesMatter https://t.co/wRmzqAbbDA',OldsQuinethia
b'RT @masterwilliams: Currently in Georgetown DC. M street shutdown. #BlackLivesMatter protest. https://t.co/dRevpRuUOM',natalieapineda
b'RT @Crystal1Johnson: Autopsy finds Tyre King was shot in the back three times. Cops felt threatened by a 13-years-old Black boy running awa\xe2\x80\xa6',kiiinanaa
b'RT @benandjerrys: Black Lives Matter. Choosing to be silent in the face of such injustice is not an option. https://t.co/6Vy0KHJeKU #BlackL\xe2\x80\xa6',LaVincha__
"b""RT @ajplus: Race had everything to do with the U.S. military's secret chemical experiments. #BlackLivesMatter https://t.co/uDccbrK1YP""",malak_musleh
"b'RT @ShaunKing: Dear Harvey Weinstein,\n\nWhat did you mean in this email to Hillary about ""silencing"" #BlackLivesMatter?\n\nhttps://t.co/JhCHSI\xe2\x80\xa6'",MstrWaterbender
b'RT @masterwilliams: Currently in Georgetown DC. M street shutdown. #BlackLivesMatter protest. https://t.co/dRevpRuUOM',FatForeign
"b'RT @ShaunKing: Dear Harvey Weinstein,\n\nWhat did you mean in this email to Hillary about ""silencing"" #BlackLivesMatter?\n\nhttps://t.co/JhCHSI\xe2\x80\xa6'",EuliEul
b'RT @benandjerrys: Is systemic racism a thing? It sure is and these stats prove it &gt;&gt; https://t.co/IrkJyIJ2nW #BlackLivesMatter https://t.co\xe2\x80\xa6',EC_Swavey
b'RT @benandjerrys: Is systemic racism a thing? It sure is and these stats prove it &gt;&gt; https://t.co/IrkJyIJ2nW #BlackLivesMatter https://t.co\xe2\x80\xa6',VinMohead
b'RT @DanielNwosu: NCAA Basketball Player speaks out about #Blacklivesmatter.\nRetweet to educate people. https://t.co/cXEYjZHnd9',melaninmamis
b'RT @benandjerrys: Black Lives Matter. Choosing to be silent in the face of such injustice is not an option. https://t.co/6Vy0KHJeKU #BlackL\xe2\x80\xa6',kingtross
b'RT @WIU_BSS: An injustice anywhere is a threat to justice everywhere. #WIU #WIU20 #Wiu19 #WIU18 #WIU17 #BlackLivesMatter #TheRevolutionWILL\xe2\x80\xa6',jarrell9992
"b'Important, Educational, Sobering, Inspiring. Watch #13TH by the incredible @AVAETC today on @netflix. #BlackLivesMatter'",LironD
b'RT @masterwilliams: Currently in Georgetown DC. M street shutdown. #BlackLivesMatter protest. https://t.co/dRevpRuUOM',allblackkilla_
b'RT @masterwilliams: Currently in Georgetown DC. M street shutdown. #BlackLivesMatter protest. https://t.co/dRevpRuUOM',Itsjustnayyy
b'RT @benandjerrys: Black Lives Matter. Choosing to be silent in the face of such injustice is not an option. https://t.co/6Vy0KHJeKU #BlackL\xe2\x80\xa6',GinaHo722
b'RT @Crystal1Johnson: Autopsy finds Tyre King was shot in the back three times. Cops felt threatened by a 13-years-old Black boy running awa\xe2\x80\xa6',miathemercenary
b'RT @Crystal1Johnson: Autopsy finds Tyre King was shot in the back three times. Cops felt threatened by a 13-years-old Black boy running awa\xe2\x80\xa6',bp_danielle3
"b'News: Kaepernick, 49ers near new contract deal; might start vs. Bills #newdeal #ColinKaepernick  #BlackLivesMatter\nhttps://t.co/kmbnspNnNF'",dakelsmb
b'RT @Only1Perseus: This girl basically put my feelings about #BlackLivesMatter in words in under two minutes.\nRetweet to educate people http\xe2\x80\xa6',presslay
b'RT @Crystal1Johnson: Autopsy finds Tyre King was shot in the back three times. Cops felt threatened by a 13-years-old Black boy running awa\xe2\x80\xa6',_enimzaj
b'RT @httpzouwee: spot on #blacklivesmatter https://t.co/OuSyA6fbFl',caitlinwut
b'#blacklivesmatter but what about #animalslivesmatter?',anniegjosan
b'RT @GoddesslnMe: Well said! #BlackLivesMatter \xe2\x9c\x8a\xf0\x9f\x8f\xbe\xe2\x9d\xa4\xef\xb8\x8f https://t.co/3Gz9uWHZqK',RaynPhillips
b'RT @BlackToLive: How much more time will it take for white America to understand?\n\n#BlackToLive #BlackLivesMatter https://t.co/cB4Q2TU1jk',ILLWRAPYOURMEAT
b'RT @benandjerrys: Black Lives Matter. Choosing to be silent in the face of such injustice is not an option. https://t.co/6Vy0KHJeKU #BlackL\xe2\x80\xa6',HeidiFreeland
b'UNITE AT #StopTrump  Call 855-878-6700 Overload the phones Empty his hotels #BlackLivesMatter #ThatMexicanThing\xe2\x80\xa6 https://t.co/Ga1ZarBokY',ogkeyser
"b'@SharonMcCutchan #BlackLivesMatter chants ""Don\'t #vote 4 #HillaryClinton She\'s #Killing Black People https://t.co/RBi7rojQyT'",CARMMarshall
"b""RT @ojoscriollos: Harvey Weinstein urged Clinton campaign to silence Sanders' #BlackLivesMatter message w/ Sandy Hook https://t.co/Dy7FZy6Q\xe2\x80\xa6""",Paolalopez1971
b'RT @Crystal1Johnson: Autopsy finds Tyre King was shot in the back three times. Cops felt threatened by a 13-years-old Black boy running awa\xe2\x80\xa6',on_glo
b'RT @Crystal1Johnson: Autopsy finds Tyre King was shot in the back three times. Cops felt threatened by a 13-years-old Black boy running awa\xe2\x80\xa6',SimplyHavenn
"b'RT @iComplexity: @solangeknowles ""Don\'t Touch My Hair!"" #ASeatAtTheTable #DontTouchMyHair #icomplexity @ghettokids_tfu \xf0\x9f\x92\x81\xf0\x9f\x8f\xbe\xf0\x9f\x91\xb8\xf0\x9f\x8f\xbd\xf0\x9f\x99\x8e\xf0\x9f\x8f\xbd\xf0\x9f\x92\x86\xf0\x9f\x8f\xbd#blacklivesm\xe2\x80\xa6'",Butterfly_Betty
b'RT @benandjerrys: Black Lives Matter. Choosing to be silent in the face of such injustice is not an option. https://t.co/6Vy0KHJeKU #BlackL\xe2\x80\xa6',arnettediamond
"b""RT @RafranzDavis: One of the most profound statements that I've seen from any brand @benandjerrys #blacklivesmatter https://t.co/WRvJ91hsbz""",could_give2fuks
b'RT @ogkeyser: REJECT TRUMP &amp; HIS NAZI PARTY Call 855-878-6700 Overload the phones Empty his hotels #BlackLivesMatter #ThatMexicanThing #Act\xe2\x80\xa6',mjgardner2325
b'RT @benandjerrys: Is systemic racism a thing? It sure is and these stats prove it &gt;&gt; https://t.co/IrkJyIJ2nW #BlackLivesMatter https://t.co\xe2\x80\xa6',bemjayy
b'RT @benandjerrys: Black Lives Matter. Choosing to be silent in the face of such injustice is not an option. https://t.co/6Vy0KHJeKU #BlackL\xe2\x80\xa6',Yo_Yadii
b'RT @benandjerrys: Black Lives Matter. Choosing to be silent in the face of such injustice is not an option. https://t.co/6Vy0KHJeKU #BlackL\xe2\x80\xa6',PostRacialMyAss
b'RT @benandjerrys: Black Lives Matter. Choosing to be silent in the face of such injustice is not an option. https://t.co/6Vy0KHJeKU #BlackL\xe2\x80\xa6',LollyPhresh
"b'RT @ShaunKing: Dear Harvey Weinstein,\n\nWhat did you mean in this email to Hillary about ""silencing"" #BlackLivesMatter?\n\nhttps://t.co/JhCHSI\xe2\x80\xa6'",yvahn
b'RT @TwitKenshin: NEW WRITING: Why #BlackLivesMatter Is A Sham https://t.co/YTnE78wHnC',TwitKenshin
b'RT @Crystal1Johnson: Autopsy finds Tyre King was shot in the back three times. Cops felt threatened by a 13-years-old Black boy running awa\xe2\x80\xa6',Ward4Anderson
b'RT @benandjerrys: Black Lives Matter. Choosing to be silent in the face of such injustice is not an option. https://t.co/6Vy0KHJeKU #BlackL\xe2\x80\xa6',shyllydelangel
b'RT @makaylaathomass: just listen. #blacklivesmatter https://t.co/3XN2IhHOm8',FlirtzNeverson_
b'RT @Crystal1Johnson: Autopsy finds Tyre King was shot in the back three times. Cops felt threatened by a 13-years-old Black boy running awa\xe2\x80\xa6',MikaelaDoggett
b'RT @benandjerrys: Is systemic racism a thing? It sure is and these stats prove it &gt;&gt; https://t.co/IrkJyIJ2nW #BlackLivesMatter https://t.co\xe2\x80\xa6',positivevibevic
b'RT @benandjerrys: Black Lives Matter. Choosing to be silent in the face of such injustice is not an option. https://t.co/6Vy0KHJeKU #BlackL\xe2\x80\xa6',lovely_aaliyahh
b'RT @benandjerrys: Black Lives Matter. Choosing to be silent in the face of such injustice is not an option. https://t.co/6Vy0KHJeKU #BlackL\xe2\x80\xa6',chimodu
"b""RT @Jellybeannose16: I read this recently and it really sums up #blacklivesmatter perfectly, and why it's not #alllivesmatter.\n\nhttps://t.c\xe2\x80\xa6""",brotherseoul
b'RT @Crystal1Johnson: Autopsy finds Tyre King was shot in the back three times. Cops felt threatened by a 13-years-old Black boy running awa\xe2\x80\xa6',SAMOSDAYOLDTEEF
"b'RT @CARMMarshall: @NubianAwakening #BlackLivesMatter chants ""Don\'t #vote 4 #HillaryClinton She\'s #Killing Black People https://t.co/RBi7roj\xe2\x80\xa6'",LuisMGuerra1
b'RT @JemarTisby: So sexual ethics matter when it comes to evangelicals supporting #blacklivesmatter but not when it comes to supporting @rea\xe2\x80\xa6',EvanstonBaptist
"b'RT @CarlosNotWeird: I saw nothing of this on fox, or CNN like I saw France, but over 800 dead after hurricane in Haiti \xf0\x9f\x87\xad\xf0\x9f\x87\xb9 #PrayForHaiti #Bl\xe2\x80\xa6'",Ms_KokiM
"b'@pnehlen #BlackLivesMatter chants ""Don\'t #vote 4 #HillaryClinton She\'s #Killing Black People https://t.co/RBi7rojQyT'",CARMMarshall
b'RT @Crystal1Johnson: Autopsy finds Tyre King was shot in the back three times. Cops felt threatened by a 13-years-old Black boy running awa\xe2\x80\xa6',Afroeuropeen
"b'@kencampbell66 @HillaryClinton #BlackLivesMatter chants ""Don\'t #vote 4 #HillaryClinton She\'s #Killing Black People https://t.co/RBi7rojQyT'",CARMMarshall
b'MSM reporting every pig death amidst the rise of #BlackLivesMatter is white supremacist/ police state propaganda',DaHomieNick
b'RT @Crystal1Johnson: Autopsy finds Tyre King was shot in the back three times. Cops felt threatened by a 13-years-old Black boy running awa\xe2\x80\xa6',whoaMillie_
b'RT @ajplus: Ice cream pals @BenandJerrys publicly stand with the #blacklivesmatter movement.\n\nSo Twitter offered suggestions for #BenAndJer\xe2\x80\xa6',iam_lii
"b'RT @ShaunKing: Dear Harvey Weinstein,\n\nWhat did you mean in this email to Hillary about ""silencing"" #BlackLivesMatter?\n\nhttps://t.co/JhCHSI\xe2\x80\xa6'",DustinStella
